
code	|	taxid	|	primary taxid	|	taxname
1	|	1116229	|	1116229	|	Glarea lozoyensis ATCC 20868
1	|	1206458	|	1206458	|	Novosphingobium sp. MBES04
1	|	71804	|	71804	|	Trypanosoma grayi
1	|	1380770	|	1380770	|	Streptomycetaceae bacterium MP113-05
1	|	1111121	|	1111121	|	Atopobium sp. BV3Ac4
1	|	1406783	|	1406783	|	Bacillus phage CampHawk
1	|	31962	|	31962	|	Actinomadura rifamycini
1	|	1111134	|	1111134	|	Peptoniphilus sp. BV3C26
1	|	1528098	|	1528098	|	Rickettsiales bacterium Ac37b
1	|	319475	|	319475	|	Clostridium lundense
1	|	1528106	|	1528106	|	Thalassospira australica
1	|	50718	|	50718	|	Vibrio mytili
1	|	1282876	|	1282876	|	alpha proteobacterium Mf 1.05b.01
1	|	1502784	|	1502784	|	Pseudomonas sp. AAC
1	|	53423	|	53423	|	Thermodesulfovibrio islandicus
1	|	203699	|	203699	|	Derxia gummosa
1	|	53424	|	53424	|	Thermodesulfobacterium hveragerdense
1	|	221027	|	221027	|	Treponema putidum
1	|	701175	|	701175	|	Vibrio caribbeanicus
1	|	1265490	|	1265490	|	Pseudomonas sp. URMO17WK12:I8
1	|	558537	|	558537	|	Delftia lacustris
1	|	84480	|	84480	|	Amycolatopsis thermoflava
1	|	1336207	|	1336207	|	Pseudomonas sp. P818
1	|	69319	|	69319	|	Microplitis demolitor
1	|	445709	|	445709	|	Pandoraea thiooxydans
1	|	69328	|	69328	|	Pseudomonas sp. VLB120
1	|	1225564	|	1225564	|	Microvirga vignae
1	|	1468410	|	1468410	|	Delftia sp. RIT313
1	|	573737	|	573737	|	Pandoraea oxalativorans
1	|	393310	|	393310	|	Skermanella aerolata
1	|	1468413	|	1468413	|	Bacillus massilioanorexius
1	|	1144884	|	1144884	|	Pseudomonas sp. R62
1	|	796334	|	796334	|	Erwinia oleae
1	|	930802	|	930802	|	Nonlabens marinus
1	|	81406	|	81406	|	Solidesulfovibrio alcoholivorans
1	|	307126	|	307126	|	Ligilactobacillus apodemi
1	|	1137269	|	1137269	|	Streptomyces sp. CNH099
1	|	137708	|	137708	|	Herbaspirillum sp. B65
2	|	1137271	|	687388	|	Saccharomonospora piscinae
1	|	1619948	|	1619948	|	Pseudomonas sp. 21
1	|	1502761	|	1502761	|	Methylotenera sp. N17
1	|	1485544	|	1485544	|	Ferriphaselus sp. R-1
1	|	1619949	|	1619949	|	Pseudomonas sp. 5
1	|	159346	|	159346	|	Roseibacterium elongatum
1	|	1619950	|	1619950	|	Pseudomonas sp. 2(2015)
1	|	1619951	|	1619951	|	Burkholderiaceae bacterium 26
1	|	1502762	|	1502762	|	Janthinobacterium sp. RA13
1	|	1502770	|	1502770	|	Methylotenera sp. L2L1
1	|	137721	|	137721	|	Azospirillum sp. B506
1	|	137719	|	137719	|	Enterobacter sp. B509
1	|	670483	|	670483	|	Gloeophyllum trabeum ATCC 11539
1	|	754436	|	754436	|	Photobacterium aphoticum
1	|	454601	|	454601	|	Maritalea myrionectae
1	|	762210	|	762210	|	Bifidobacterium saguini
1	|	69222	|	69222	|	Erwinia mallotivora
1	|	1286376	|	1286376	|	delta proteobacterium PSCGC 5451
2	|	502063	|	1355477	|	Bradyrhizobium diazoefficiens
1	|	679259	|	679259	|	Gilvimarinus agarilyticus
1	|	1137280	|	1137280	|	Marinobacter nitratireducens
1	|	1385935	|	1385935	|	Leptolyngbya sp. Heron Island J
1	|	620903	|	620903	|	Negativicoccus succinicivorans
1	|	230310	|	230310	|	Curvibacter gracilis
1	|	185453	|	185453	|	Chrysochloris asiatica
1	|	317659	|	317659	|	Pseudomonas syringae pv. coryli
2	|	1286365	|	2426	|	Teredinibacter turnerae
1	|	1286363	|	1286363	|	Bacillus sp. 171095_106
1	|	1168221	|	1168221	|	Coniosporium apollinis CBS 100218
1	|	1622233	|	1622233	|	Flavobacteriaceae bacterium ASP10-09a
1	|	115561	|	115561	|	Halomonas hydrothermalis
1	|	754500	|	754500	|	Bradyrhizobium sp. WSM1417
1	|	1502852	|	1502852	|	Massilia sp. LC238
1	|	104087	|	104087	|	Pseudomonas frederiksbergensis
2	|	383630	|	1660158	|	unclassified Nitrosomonadales
1	|	1331258	|	1331258	|	Bordetella pseudohinzii
1	|	1502851	|	1502851	|	Bosea sp. LC85
1	|	7462	|	7462	|	Apis dorsata
1	|	1397277	|	1397277	|	Bacillus sp. H1m
1	|	3075	|	3075	|	Auxenochlorella protothecoides
1	|	108015	|	108015	|	Bradyrhizobium yuanmingense
1	|	1397280	|	1397280	|	Pseudomonas sp. H1h
1	|	1397282	|	1397282	|	Pseudomonas sp. PH1b
1	|	133190	|	133190	|	Sphingomonas sp. SRS2
1	|	1055770	|	1055770	|	Arthrobacter sp. CAL618
1	|	58123	|	58123	|	Spirillospora albida
1	|	948107	|	948107	|	Paraburkholderia sprentiae
1	|	1121832	|	1121832	|	Fodinicurvata sediminis
1	|	948106	|	948106	|	Paraburkholderia dilworthii
1	|	137584	|	137584	|	Thalassomonas viridans
1	|	53329	|	53329	|	Desulfospira joergensenii
1	|	1121830	|	1121830	|	Fodinicurvata fenggangensis
1	|	53332	|	53332	|	Desulfobulbus elongatus
1	|	58117	|	58117	|	Microbispora rosea
1	|	104264	|	104264	|	Cellulophaga
1	|	237684	|	237684	|	Salinibacillus aidingensis
1	|	104270	|	104270	|	Tenacibaculum ovolyticum
1	|	278991	|	278991	|	Aneurinibacillus terranovensis
1	|	33876	|	33876	|	Catenuloplanes japonicus
1	|	1168034	|	1168034	|	Draconibacterium orientale
1	|	908285	|	908285	|	Necropsobacter rosorum
1	|	1080179	|	1080179	|	Burkholderia sp. UYPR1.413
1	|	1203573	|	1203573	|	Propionibacterium sp. KPL1844
1	|	298163	|	298163	|	Patulibacter minatonensis
1	|	81037	|	81037	|	Pseudoalteromonas elyakovii
1	|	1537504	|	1537504	|	Porphyromonas sp. COT-108 OH1349
1	|	383855	|	383855	|	Pseudocercospora fijiensis CIRAD86
1	|	302485	|	302485	|	Phaeobacter
1	|	1156394	|	1156394	|	Saprolegnia diclina VS20
1	|	7370	|	7370	|	Musca domestica
1	|	1515618	|	1515618	|	Porphyromonas sp. COT-052 OH4946
1	|	484770	|	484770	|	Pelosinus sp. UFO1
1	|	1472418	|	1472418	|	Falsirhodobacter sp. alg1
1	|	229980	|	229980	|	Aeropyrum camini
1	|	1401027	|	1401027	|	Flavobacterium limnosediminis
1	|	176946	|	176946	|	Python bivittatus
1	|	1242866	|	1242866	|	Thermoplasmatales archaeon SCGC AB-540-F20
2	|	1439853	|	28450	|	Burkholderia pseudomallei
1	|	237609	|	237609	|	Pseudomonas alkylphenolica
1	|	46914	|	46914	|	Devosia riboflavina
1	|	272164	|	272164	|	Olleya marilimosa
1	|	107637	|	107637	|	Methylomonas sp. LW13
1	|	220686	|	220686	|	Neobacillus vireti
1	|	42565	|	42565	|	Halomonas salina
1	|	754409	|	754409	|	Winogradskyella sp. PG-2
1	|	348842	|	348842	|	Desulfovirgula thermocuniculi
1	|	1385522	|	1385522	|	Lysobacter arseniciresistens
1	|	1259844	|	1259844	|	Pseudomonas sp. FGI182
1	|	1428449	|	1428449	|	Marinitoga sp. 1197
1	|	1428448	|	1428448	|	Marinitoga sp. 1155
1	|	251747	|	251747	|	Chromobacterium subtsugae
1	|	122960	|	122960	|	Alicyclobacillus herbarius
1	|	480813	|	480813	|	Tatumella saanichensis
1	|	34010	|	34010	|	Azospirillum halopraeferens
1	|	34011	|	34011	|	Niveispirillum irakense
1	|	1400860	|	1400860	|	Candidatus Contendobacter odensis
1	|	34031	|	34031	|	Desulfobacter vibrioformis
1	|	364039	|	364039	|	Azohydromonas australica
1	|	419697	|	419697	|	Melaka orthoreovirus
1	|	748811	|	748811	|	Sulfuritalea hydrogenivorans
1	|	326594	|	326594	|	Ceratosolen solmsi marchali
1	|	419612	|	419612	|	Camelus ferus
1	|	1397532	|	1397532	|	Marinobacter sp. EVN1
1	|	1560514	|	1560514	|	Melbournevirus
1	|	1397533	|	1397533	|	Marinobacter sp. EN3
1	|	1233951	|	1233951	|	Chryseobacterium sp. FH1
1	|	1515746	|	1515746	|	Shewanella mangrovi
1	|	33924	|	33924	|	Mycoplasma testudinis
1	|	344884	|	344884	|	Algoriphagus terrigena
1	|	38313	|	38313	|	Shewanella algae
1	|	302449	|	302449	|	Corynebacterium tuscaniense
1	|	1145276	|	1145276	|	Lysinibacillus varians
1	|	766224	|	766224	|	Vibrio jasicida
1	|	1259797	|	1259797	|	Pseudomonas sp. URMO17WK12:I12
1	|	1259798	|	1259798	|	Pseudomonas sp. LAMO17WK12:I2
1	|	1450694	|	1450694	|	Bacillus sp. TS-2
1	|	38305	|	38305	|	Corynebacterium vitaeruminis
1	|	33938	|	33938	|	Geobacillus thermocatenulatus
1	|	1382345	|	1382345	|	Flammeovirga sp. OC4
1	|	1463662	|	1463662	|	Pseudomonas sp. CHM02
1	|	302406	|	302406	|	Advenella mimigardefordensis
2	|	546899	|	858423	|	Bradyrhizobium arachidis
1	|	194397	|	194397	|	Fusarium graminearum dsRNA mycovirus-1
1	|	516051	|	516051	|	Muricauda lutaonensis
1	|	1307759	|	1307759	|	Desulfohalovibrio reitneri
1	|	1439940	|	1439940	|	Pseudomonas sp. BAY1663
1	|	1307761	|	1307761	|	Salinispira pacifica
1	|	1476876	|	1476876	|	Streptomyces sp. NRRL B-24720
1	|	228600	|	228600	|	Nocardia araoensis
1	|	228601	|	228601	|	Nocardia pneumoniae
1	|	1542965	|	1542965	|	Burkholderia sp. MSHR3999
1	|	1370121	|	1370121	|	Mycobacterium sp. UM_WWY
1	|	1370120	|	1370120	|	Mycobacterium sp. UM_WGJ
1	|	42256	|	42256	|	Rubrobacter radiotolerans
1	|	398199	|	398199	|	Proteiniclasticum ruminis
1	|	597362	|	597362	|	Agaricus bisporus var. burnettii JB137-S8
1	|	1416614	|	1416614	|	Gloeobacter kilaueensis
1	|	46126	|	46126	|	Staphylococcus chromogenes
1	|	8153	|	8153	|	Haplochromis burtoni
1	|	123899	|	123899	|	Bordetella trematum
1	|	42252	|	42252	|	Cupidesulfovibrio termitidis
1	|	97097	|	97097	|	Phaethon lepturus
1	|	1282360	|	1282360	|	Asticcacaulis sp. AC460
1	|	1282361	|	1282361	|	Asticcacaulis sp. AC402
1	|	203192	|	203192	|	Stutzerimonas chloritidismutans
1	|	1282362	|	1282362	|	Asticcacaulis sp. AC466
1	|	1282363	|	1282363	|	Asticcacaulis sp. YBE204
1	|	216142	|	216142	|	Pseudomonas rhizosphaerae
1	|	1421019	|	1421019	|	Kurthia huakuii
1	|	363952	|	363952	|	Comamonas thiooxydans
1	|	84022	|	84022	|	Clostridium aceticum
1	|	84023	|	84023	|	Clostridium autoethanogenum
1	|	1094929	|	1094929	|	Bradyrhizobium sp. JGI 0001002-A22
1	|	61648	|	61648	|	Kluyvera intermedia
1	|	440482	|	440482	|	Promicromonospora kroppenstedtii
1	|	1463936	|	1463936	|	Streptomyces sp. NRRL WC-3773
1	|	391738	|	391738	|	Lysobacter defluvii
1	|	321846	|	321846	|	Pseudomonas simiae
1	|	1071679	|	1071679	|	Caballeronia grimmiae
1	|	1537702	|	1537702	|	Delftia sp. 670
1	|	1506582	|	1506582	|	Pseudomonas sp. 11/12A
1	|	1506587	|	1506587	|	Burkholderia paludis
1	|	1506588	|	1506588	|	Burkholderia sp. MSh2
1	|	81858	|	81858	|	Mycolicibacterium elephantis
1	|	61622	|	61622	|	Rhinopithecus roxellana
1	|	8083	|	8083	|	Xiphophorus maculatus
1	|	158822	|	158822	|	Cedecea neteri
1	|	1335760	|	1335760	|	Sphingobium bisphenolivorans
1	|	103441	|	103441	|	Pseudonocardia spinosispora
1	|	151081	|	151081	|	Pseudoalteromonas ruthenica
1	|	271420	|	271420	|	Stutzerimonas xanthomarina
1	|	328815	|	328815	|	Manacus vitellinus
1	|	333138	|	333138	|	Alkalihalobacillus okhensis
1	|	42345	|	42345	|	Phoenix dactylifera
1	|	1026970	|	1026970	|	Nannospalax galili
1	|	1420917	|	1420917	|	Marinobacter salarius
1	|	1420916	|	1420916	|	Marinobacter similis
1	|	1463867	|	1463867	|	Streptomyces sp. NRRL F-5639
1	|	1619233	|	1619233	|	Bradyrhizobium sp. LTSPM299
1	|	1619232	|	1619232	|	Bradyrhizobium sp. LTSP885
1	|	298794	|	298794	|	Methylobacterium variabile
1	|	189753	|	189753	|	Bradyrhizobium sp. Ec3.3
1	|	558964	|	558964	|	Aeromonas aquatica
1	|	1463857	|	1463857	|	Streptomyces sp. NRRL F-5126
2	|	1619249	|	336306	|	Enterobacter cloacae subsp. cloacae
1	|	46256	|	46256	|	Weissella hellenica
1	|	57666	|	57666	|	Sulfurospirillum arcachonense
1	|	1463842	|	1463842	|	Streptomyces sp. NRRL F-2664
1	|	1396859	|	1396859	|	Marinobacter sp. C1S70
1	|	1463825	|	1463825	|	Saccharothrix sp. NRRL B-16314
1	|	1347087	|	1347087	|	Paucisalibacillus sp. EB02
1	|	314319	|	314319	|	Prolixibacter bellariivorans
1	|	1347086	|	1347086	|	Bacillus sp. EB01
1	|	306543	|	306543	|	Paenibacillus harenae
1	|	3656	|	3656	|	Cucumis melo
1	|	118797	|	118797	|	Lipotes vexillifer
1	|	306546	|	306546	|	Marinimicrobium agarilyticum
1	|	1463822	|	1463822	|	Kitasatospora sp. NRRL B-11411
1	|	1619231	|	1619231	|	Bradyrhizobium sp. LTSP857
1	|	38654	|	38654	|	Alligator sinensis
1	|	930089	|	930089	|	Bipolaris zeicola 26-R-13
1	|	930090	|	930090	|	Bipolaris oryzae ATCC 44560
1	|	314330	|	314330	|	Enterobacter sp. DC1
1	|	141390	|	141390	|	Chromohalobacter israelensis
1	|	363858	|	363858	|	Paenibacillus massiliensis subsp. panacisoli
1	|	617001	|	617001	|	Desulfonatronum thioautotrophicum
1	|	1182544	|	1182544	|	Cladophialophora yegresii CBS 114405
1	|	1277687	|	1277687	|	Pseudozyma flocculosa PF-1
1	|	1463933	|	1463933	|	Streptomyces sp. NRRL WC-3725
1	|	1295392	|	1295392	|	Photobacterium gaetbulicola
1	|	1463920	|	1463920	|	Streptomyces sp. NRRL S-87
1	|	73010	|	73010	|	Aeromonas encheleia
1	|	363870	|	363870	|	Weizmannia ginsengihumi
1	|	401638	|	401638	|	Paenibacillus taiwanensis
1	|	418855	|	418855	|	Streptomyces sp. CNQ-525
1	|	1463925	|	1463925	|	Streptomyces sp. NRRL WC-3549
1	|	418853	|	418853	|	Sneathiella glossodoripedis
1	|	1672219	|	1672219	|	Cellulomonas sp. A375-1
1	|	1327934	|	1327934	|	Cronobacter phage CR8
1	|	558884	|	558884	|	Aeromonas lacus
1	|	1463905	|	1463905	|	Streptomyces sp. NRRL S-384
1	|	1463910	|	1463910	|	Streptomyces sp. NRRL S-475
1	|	1182543	|	1182543	|	Cladophialophora psammophila CBS 110553
1	|	1463911	|	1463911	|	Streptomyces sp. NRRL S-481
1	|	1182542	|	1182542	|	Capronia epimyces CBS 606.96
1	|	1182541	|	1182541	|	Capronia coronata CBS 617.96
1	|	1463897	|	1463897	|	Streptomyces sp. NRRL S-244
1	|	388051	|	388051	|	Cupriavidus sp. amp6
1	|	1463889	|	1463889	|	Streptomyces sp. NRRL S-1824
1	|	108486	|	108486	|	Corynebacterium falsenii
1	|	1286827	|	1286827	|	Rhizobium sp. JGI 0001012-L22
1	|	497725	|	497725	|	Kosakonia oryzae
1	|	616991	|	616991	|	Arenibacter algicola
2	|	1499086	|	1505757	|	Siccibacter colletis
1	|	7994	|	7994	|	Astyanax mexicanus
1	|	1463873	|	1463873	|	Streptomyces sp. NRRL F-5917
1	|	1572758	|	1572758	|	Thauera sp. SWB20
1	|	357240	|	357240	|	Franconibacter helveticus
1	|	1381596	|	1381596	|	Marinimicrobium sp. LS-A18
1	|	935700	|	935700	|	Jannaschia aquimarina
1	|	310752	|	310752	|	Balaenoptera acutorostrata scammoni
1	|	391953	|	391953	|	Aquincola tertiaricarbonis
1	|	528244	|	528244	|	Azospirillum thiophilum
1	|	1286976	|	1286976	|	Phaeoacremonium minimum UCRPA7
1	|	119224	|	119224	|	Streptococcus phocae
1	|	1386098	|	1386098	|	Actinotalea ferrariae
1	|	1217052	|	1217052	|	Ralstonia sp. A12
1	|	394096	|	394096	|	Hyalangium minutum
1	|	1489064	|	1489064	|	Kiloniella spongiae
1	|	543632	|	543632	|	Actinoplanes subtropicus
1	|	1230840	|	1230840	|	Orycteropus afer afer
1	|	7918	|	7918	|	Lepisosteus oculatus
1	|	1604022	|	1604022	|	Pseudomonas sp. FeS53a
1	|	1381753	|	1381753	|	Moniliophthora roreri MCA 2997
1	|	225117	|	225117	|	Pyrus x bretschneideri
1	|	877420	|	877420	|	Lachnospiraceae bacterium NK4A136
1	|	267850	|	267850	|	Nitrincola lacisaponensis
1	|	397865	|	397865	|	Barnesiella viscericola
1	|	392016	|	392016	|	Alicyclobacillus contaminans
1	|	57480	|	57480	|	Microvirgula aerodenitrificans
1	|	665912	|	665912	|	Bipolaris sorokiniana ND90Pr
1	|	172088	|	172088	|	Bradyrhizobium sp. th.b2
1	|	127891	|	127891	|	Alkalihalobacillus wakoensis
1	|	103730	|	103730	|	Actinokineospora inagensis
1	|	1220924	|	1220924	|	Cyphellophora europaea CBS 101466
1	|	321661	|	321661	|	Pseudomonas vranovensis
1	|	321662	|	321662	|	Pseudomonas moraviensis
1	|	1661386	|	1661386	|	Pseudomonas sp. ARP3
1	|	7868	|	7868	|	Callorhinchus milii
1	|	462910	|	462910	|	Pontibacillus yanchengensis
1	|	54265	|	54265	|	Carboxydothermus ferrireducens
1	|	1224749	|	1224749	|	Exiguobacterium sp. ZWU0009
1	|	935837	|	935837	|	Bacillus sp. J37
1	|	1287120	|	1287120	|	Mesorhizobium sp. L2C089B000
1	|	935836	|	935836	|	Bacillus sp. J33
1	|	84379	|	84379	|	Brachyspira alvinipulli
1	|	57421	|	57421	|	Merops nubicus
1	|	216574	|	216574	|	Aquila chrysaetos canadensis
1	|	57412	|	57412	|	Colius striatus
1	|	1287105	|	1287105	|	Mesorhizobium sp. L2C066B000
1	|	326069	|	326069	|	Gramella portivictoriae
1	|	683315	|	683315	|	Frankia sp. DC12
1	|	1347368	|	1347368	|	Bacillus ndiopicus
1	|	318424	|	318424	|	Mycobacterium rufum
1	|	1287116	|	1287116	|	Mesorhizobium sp. L2C084A000
1	|	81425	|	81425	|	Desulfovibrio aminophilus
1	|	935866	|	935866	|	Nocardioides sp. J54
1	|	551276	|	551276	|	Pseudonocardia acaciae
1	|	1494960	|	1494960	|	Listeria aquatica
1	|	1588629	|	1588629	|	Aeromonas sp. L_1B5_3
1	|	1506553	|	1506553	|	Lachnoclostridium
1	|	318456	|	318456	|	Photobacterium kishitanii
1	|	103855	|	103855	|	Bordetella hinzii
1	|	279359	|	279359	|	Gramella echinicola
1	|	1355015	|	1355015	|	Streptomyces pluripotens
1	|	1130331	|	1130331	|	Calescamantes bacterium JGI 0000106-I17
1	|	168935	|	168935	|	Thalassospira lucentensis
1	|	211460	|	211460	|	Afipia massiliensis
1	|	329186	|	329186	|	Flavobacterium saliperosum
1	|	1117244	|	1117244	|	Xanthobacter sp. 91
1	|	1495039	|	1495039	|	Mesoaciditoga lauensis
1	|	1665556	|	1665556	|	Bacillus sp. LL01
1	|	1506471	|	1506471	|	Dakarella massiliensis
1	|	1347392	|	1347392	|	Anaerosalibacter massiliensis
1	|	68910	|	68910	|	Deinococcus murrayi
1	|	57397	|	57397	|	Apaloderma vittatum
1	|	1156394	|	1156394	|	Saprolegnia diclina VS20
1	|	1330457	|	1330457	|	Escherichia coli O157:H7 str. SS52
1	|	879819	|	879819	|	Cutaneotrichosporon oleaginosum
1	|	1339263	|	1339263	|	Pseudomonas aeruginosa 148
1	|	1100878	|	1100878	|	Hokkaido virus
1	|	237306	|	237306	|	Pseudomonas syringae pv. persicae
1	|	1546029	|	1546029	|	Pseudomonas sp. 10-1B
1	|	1339224	|	1339224	|	Leuconostoc mesenteroides subsp. cremoris T26
1	|	52586	|	52586	|	Erysiphe necator
1	|	1647102	|	1647102	|	Vibrio sp. VPAP30
1	|	745531	|	745531	|	Phlebiopsis gigantea 11061_1 CR5-6
1	|	290336	|	290336	|	Klebsiella michiganensis M5al
1	|	633150	|	633150	|	Pseudomonas sp. 1-7
1	|	1266370	|	1266370	|	Nitrospina gracilis 3/211
1	|	765257	|	765257	|	Pisolithus microcarpus 441
1	|	1308980	|	1308980	|	Klebsiella michiganensis HKOPL1
1	|	1330531	|	1330531	|	Pseudomonas plecoglossicida NB2011
1	|	244977	|	244977	|	Hexagenia limbata
1	|	1321778	|	1321778	|	Clostridiales bacterium oral taxon 876 str. F0540
1	|	685040	|	685040	|	Salmonella enterica subsp. enterica serovar Gallinarum str. 9184
1	|	482300	|	482300	|	Microcystis aeruginosa SPC777
1	|	1293575	|	1293575	|	Borrelia crocidurae DOU
1	|	1293576	|	1293576	|	Borrelia hermsii YOR
1	|	1408224	|	1408224	|	Sinorhizobium americanum CCGM7
1	|	1196348	|	1196348	|	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001089
1	|	1009714	|	1009714	|	Pseudomonas aeruginosa PAK
1	|	1196349	|	1196349	|	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001090
1	|	1321773	|	1321773	|	Atopobium sp. oral taxon 810 str. F0209
1	|	1321772	|	1321772	|	Aggregatibacter sp. oral taxon 458 str. W10330
1	|	1196346	|	1196346	|	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001087
1	|	1196347	|	1196347	|	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001088
1	|	1408223	|	1408223	|	Rhizobium leguminosarum bv. phaseoli CCGM1
1	|	1343739	|	1343739	|	Palaeococcus pacificus DY20341
1	|	1343738	|	1343738	|	Vibrio cholerae 2012EL-1759
1	|	1343740	|	1343740	|	Streptomyces rapamycinicus NRRL 5491
1	|	1439064	|	1439064	|	Streptococcus pyogenes ABC020030925
1	|	933852	|	933852	|	Serendipita vermifera MAFF 305830
1	|	1499688	|	1499688	|	Neobacillus massiliamazoniensis
1	|	1408193	|	1408193	|	Pseudomonas aeruginosa VRFPA05
1	|	1499687	|	1499687	|	Planococcus massiliensis
1	|	1339336	|	1339336	|	Bacteroides fragilis str. 34-F-2 #13
1	|	1431339	|	1431339	|	Bacillus thuringiensis DB27
1	|	1339342	|	1339342	|	Parabacteroides distasonis str. 3776 D15 i
1	|	1339343	|	1339343	|	Parabacteroides distasonis str. 3776 D15 iv
1	|	1339341	|	1339341	|	Parabacteroides distasonis str. 3776 Po2 i
1	|	925129	|	925129	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_76-3618
1	|	925128	|	925128	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_56-3991
1	|	1603295	|	1603295	|	fungal sp. No.11243
1	|	1408177	|	1408177	|	Pantoea agglomerans Eh318
1	|	925131	|	925131	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_81-2490
1	|	925130	|	925130	|	Salmonella enterica subsp. enterica serovar Enteritidis str. 13183-1
1	|	925133	|	925133	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SL913
1	|	925132	|	925132	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SL909
1	|	1603291	|	1603291	|	Alicycliphilus sp. B1
1	|	1109732	|	1109732	|	Pteropine orthoreovirus Sikamat/MYS/2010
1	|	925125	|	925125	|	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA36
1	|	925127	|	925127	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_N202
1	|	1577075	|	1577075	|	Streptomyces sp. PBH53
1	|	925126	|	925126	|	Salmonella enterica subsp. enterica serovar Enteritidis str. SE15-1
1	|	1460648	|	1460648	|	Vibrio sp. JCM 19053
1	|	1408163	|	1408163	|	Rasamsonia emersonii CBS 393.64
1	|	1339298	|	1339298	|	Bacteroides fragilis str. 3725 D9(v)
1	|	1460640	|	1460640	|	Bacillus sp. JCM 19046
1	|	1460647	|	1460647	|	Vibrio sp. JCM 19052
1	|	572092	|	572092	|	Absidia idahoensis var. thermophila
1	|	1460639	|	1460639	|	Bacillus sp. JCM 19045
1	|	1339283	|	1339283	|	Bacteroides fragilis str. 3996 N(B) 6
1	|	1339282	|	1339282	|	Bacteroides fragilis str. 2-F-2 #7
1	|	1339281	|	1339281	|	Bacteroides fragilis str. 2-F-2 #5
1	|	1339280	|	1339280	|	Bacteroides fragilis str. 2-F-2 #4
1	|	1321822	|	1321822	|	Porphyromonas gingivalis F0566
1	|	436145	|	436145	|	Leptospira interrogans serovar Muenchen
1	|	1321819	|	1321819	|	Bacteroides pyogenes F0041
1	|	1231058	|	1231058	|	Vibrio diabolicus E0666
1	|	1339264	|	1339264	|	Pseudomonas aeruginosa ID4365
1	|	1118965	|	1118965	|	Xanthomonas citri pv. malvacearum str. GSPB1386
1	|	1523155	|	1523155	|	Clostridium sp. IBUN22A
1	|	1523154	|	1523154	|	Clostridium sp. IBUN125C
1	|	1523156	|	1523156	|	Clostridium sp. IBUN13A
1	|	880074	|	880074	|	Barnesiella viscericola DSM 18177
1	|	563466	|	563466	|	Scedosporium apiospermum
1	|	979739	|	979739	|	Alopoglossus angulatus
1	|	1421338	|	1421338	|	Enterobacter asburiae L1
1	|	1421423	|	1421423	|	Emiliania huxleyi virus 164
1	|	1421422	|	1421422	|	Emiliania huxleyi virus 156
1	|	1421421	|	1421421	|	Emiliania huxleyi virus 145
1	|	322	|	322	|	Pseudomonas amygdali pv. tabaci
1	|	1301098	|	1301098	|	Pseudomonas knackmussii B13
1	|	95463	|	95463	|	Scathophaga stercoraria
1	|	1421424	|	1421424	|	Emiliania huxleyi virus 18
1	|	1408271	|	1408271	|	Pseudomonas aeruginosa LES400
1	|	359425	|	359425	|	Acrosathe novella
1	|	1408260	|	1408260	|	Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61
1	|	1408282	|	1408282	|	Geobacillus sp. MAS1
1	|	885385	|	885385	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0899
1	|	885384	|	885384	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0895
1	|	885387	|	885387	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1747
1	|	885386	|	885386	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1457
1	|	411922	|	411922	|	Sporomusa sp. An4
1	|	1408284	|	1408284	|	Clostridium botulinum Prevot_594
1	|	1408274	|	1408274	|	Pseudomonas aeruginosa LESlike1
1	|	1408275	|	1408275	|	Pseudomonas aeruginosa LESlike4
1	|	1408272	|	1408272	|	Pseudomonas aeruginosa LES431
1	|	1408273	|	1408273	|	Pseudomonas aeruginosa LESB65
1	|	933388	|	933388	|	Penicillium oxalicum 114-2
1	|	885381	|	885381	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1018
1	|	885380	|	885380	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1558
1	|	1408276	|	1408276	|	Pseudomonas aeruginosa LESlike5
1	|	885383	|	885383	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729
1	|	1408277	|	1408277	|	Pseudomonas aeruginosa LESlike7
1	|	885382	|	885382	|	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1010
1	|	1308866	|	1308866	|	Gracilibacillus halophilus YIM-C55.5
1	|	1438791	|	1438791	|	Klebsiella variicola MGH 68
1	|	420778	|	420778	|	Diplodia seriata
1	|	202457	|	202457	|	Plecturocebus cupreus
1	|	885318	|	885318	|	Entamoeba histolytica HM-1:IMSS-A
